filename,start,end,speaker,text,translit,audio_path,prediction_wav2vec2
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_028,111.28,116.43,ГД,"Кит а̄пщиягум тай торгамтэ̄г, ос ювле рущ ла̄тыӈ потыртэ̄г. ","k'ət āps''ijaɣum taj torɣamtēɣ, os juwl'ee rus' lātəŋ potirtēɣ.",data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/028_╨Ü╨╕╤é_╨░_╨┐╤ë╨╕╤Å╨│╤â╨╝_╤é╨░╨╕╠å_╤é╨╛.wav,KIT ÁBSIJAOM TE JTORJAM TÉLJ MOST JÚLJ RUSVÁDAN POTRÖTÉJ
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_003,13.8,20.26,ГД,О̄выл щёс Ханты-Мансийск ӯст лов-китхуйплов щислат ма̄хумыт акван-атыглавēсыт.,ōwəl s''ojos xanti-mans'ijsk ust low-k'itxujplow s''islat māxumət akwan-atiɣlawēsət.,data/AudioCorpus/Recordings/mns_d168849d-d7c0-4256-b9ce-f807ed00c58c/003_╨₧_╨▓╤ï╨╗_╤ë_╤ü_╨Ñ╨░╨╜╤é╤ï_╨£╨░╨╜╤ü.wav,HOGU SOHS HAN TŐM EGY SISZK ÚSZT LÓF CSITKÓPLÓ SISZLO-TA MAHOMOT ÁPANNA TEGDULE VIESZED
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_015,67.21,72.29,ГД,Кит со̄тыра ва̄т нупыл нила та̄лт ам грант-олныл та̄стувēсум.,k'ət sōtira wāt nupəl n'ila tālt am ɣrant-olnəl tāstuwēsum.,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/015_╨Ü╨╕╤é_╤ü╨╛_╤é╤ï╤Ç╨░_╨▓╨░_╤é_╨╜╤â╨┐.wav,KIT SZÓTOROVA T NÓPUGNYIVA TA HA MA GARAND TÓNHÚ PÁS TUJBIASZOM
mns_d75ef925-709f-4a33-9f1a-046a659a4077_063,187.76,190.03,ГД,"Са̄в ёмас, сымыӈ ла̄тӈыл кēтылум.","sāw jomas, siməŋ lātŋəl kētilum.",data/AudioCorpus/Recordings/mns_d75ef925-709f-4a33-9f1a-046a659a4077/063_╨í╨░_╨▓_╨╝╨░╤ü_╤ü╤ï╨╝╤ï_╨╗╨░_╤é_╤ï.wav,SZÁÚJJONM AS SZUMONÚATNÓ GÉRDUM
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_038,143.12,148.5,ГД,"Ма̄н щēмьявт о̄лэ̄в: ща̄нюм, а̄щум, ам ос э̄щум. ","mān s'ēm'jawt ōlēw: s'ān'ujum, ās'um, am os ēs'um.",data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/038_╨£╨░_╨╜_╤ë_╨╝╤î╤Å╨▓╤é_╨╛_╨╗╤ì_╨▓_.wav,MAN SÉMMI AFT FOAB SHNYUM AJSUM AM OSZOJISUM
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_018,78.1,82.08,ГД,«Ям Нумасн» ханты ла̄тӈыл наме о̄лы.,«jam numasn» xanti lātŋəl nam'ee ōli.,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/018__╨»╨╝_╨¥╤â╨╝╨░╤ü╨╜_╤à╨░╨╜╤é╤ï_╨╗╨░_.wav,JAM NÓMO HÁN TOLADNÓ NEMI OUL
mns_d75ef925-709f-4a33-9f1a-046a659a4077_055,162.69,166.46,ГД,Та̄н ма̄ньлат хо̄тпан са̄в номт виӈкв нё̄тэ̄ит. ,tān mān'lat xōtpan sāw nomt w'iŋkw n'ojōtēət.,data/AudioCorpus/Recordings/mns_d75ef925-709f-4a33-9f1a-046a659a4077/055_╨ó╨░_╨╜_╨╝╨░_╨╜╤î╨╗╨░╤é_╤à╨╛_╤é╨┐╨░.wav,TÁN MA INULATT HO TBAN SZÁOM NOM TINKFINYOTAIN
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_035,143.68,147.59,ГД,Тот ос Наталья Янцева такви олн сэ̄лнэ хо̄тпа о̄лыс.,tot os natal'ja janц'eewa takw'i oln sēlne xōtpa ōləs.,data/AudioCorpus/Recordings/mns_d168849d-d7c0-4256-b9ce-f807ed00c58c/035_╨ó╨╛╤é_╨╛╤ü_╨¥╨░╤é╨░╨╗╤î╤Å_╨»╨╜╤å╨╡╨▓.wav,TOTT OSZNA TÁ LÉG JÁNTSZAVADT TE KVI ONSEONA HODBA OHO
mns_d75ef925-709f-4a33-9f1a-046a659a4077_059,176.39,179.18,ГД,Наӈ ма̄ньлат хо̄тпат ма̄гыс кӯщай нэ̄.,naŋ mān'lat xōtpat māɣəs kus'aj nē.,data/AudioCorpus/Recordings/mns_d75ef925-709f-4a33-9f1a-046a659a4077/059_╨¥╨░_╨╝╨░_╨╜╤î╨╗╨░╤é_╤à╨╛_╤é╨┐╨░╤é_.wav,NEM MANYIVAT HO TPAT MAISZ KUSÉ INNÉE
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_003,11.22,15.34,ГД,"Ам тот ханищтахтын хо̄тпат ёт потыртасум, та̄н тох ла̄всыт.","am tot xan'is'taxtən xōtpat jot potirtasum, tān tox lāwsət.",data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/003_╨É╨╝_╤é╨╛╤é_╤à╨░╨╜╨╕╤ë╤é╨░╤à╤é╤ï╨╜_╤à.wav,ÁMTOD HANYISTAHATUN HT POT JOTT POTÖRTASZUM TAN TOOVÁOSZÓT
mns_143ecaaa-dd14-49fa-bb8c-09fc20531386_038,147.46,150.19,ТМ,"Ня̄врамыт та­кем о̄с йӣквсыт, э̄ргысыт. ","n'ajāwramət ta­k'eem ōs jīkwsət, ērɣisət.",data/AudioCorpus/Recordings/mns_143ecaaa-dd14-49fa-bb8c-09fc20531386/038_╨¥╤Å_╨▓╤Ç╨░╨╝╤ï╤é_╤é╨░_╨║╨╡╨╝_╨╛_╤ü.wav,NYÁVONAMUT TETJÖM A HIKSZÖT JÁRHÖRSZÖT
mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06_025,92.32,94.29,ТМ,Ма̄навн сака ёмщакв нё̄тыс.,mānawn saka joms'akw n'ojōtəs.,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/025_╨£╨░_╨╜╨░╨▓╨╜_╤ü╨░╨║╨░_╨╝╤ë╨░╨║╨▓_╨╜.wav,MÁNAM SZAKAJUMSÉGG F NYOAT SZ
mns_bd6dd4de-8b23-4ea6-91e3-0f0064353ba8_017,60.64,64.53,ТМ,Тыи ка̄сыӈ ма̄нь а̄гирищкве ман пыгрищакве вос ва̄гтэ.,tii kāsəŋ mān' āɣ'ir'is'kw'ee man piɣr'is'akw'ee wos wāɣte.,data/AudioCorpus/Recordings/mns_bd6dd4de-8b23-4ea6-91e3-0f0064353ba8/017_╨ó╤ï╨╕_╨║╨░_╤ü╤ï_╨╝╨░_╨╜╤î_╨░_╨│╨╕.wav,TÉ KÁSZUMÁNY ÁRISKŐ MANT PŐRISEKVŐ MOSZ VÁJTÉ
mns_94368b57-9316-4266-abd0-1e929a7b9a5c_029,118.11,121.01,ТМ,Са̄в нё̄тмил во̄внэ ла̄тӈыт ке̄туӈкве патсыт.,sāw n'ojōtm'əl wōwne lātŋət k'eētuŋkw'ee patsət.,data/AudioCorpus/Recordings/mns_94368b57-9316-4266-abd0-1e929a7b9a5c/029_╨í╨░_╨▓_╨╜_╤é╨╝╨╕╨╗_╨▓╨╛_╨▓╨╜╤ì_╨╗.wav,SZÁVNYOHATNÚ VÓVANÉL LÁT MOGG KIÁLTUNK FIÚ PÁT SZ
mns_caf7285f-dd12-4e42-b005-50af80101474_026,88.48,93.01,ТМ,Э̄рнэ нэ̄пакыт ак­ван-атнэ ма̄гыс тахольт нэ̄м­хоталь минуӈкве ат э̄ри.,ērne nēpakət ak­wan-atne māɣəs taxol't nēm­xotal' m'inuŋkw'ee at ēr'i.,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/026_╨¡_╤Ç╨╜╤ì_╨╜╤ì_╨┐╨░╨║╤ï╤é_╨░╨║_╨▓╨░.wav,JERANA- NI EPÖKAD AK VANNATNŐ MAŐRSZ DAHOGY NE HOGY TA MINUNKVJA A DERJ
mns_201331b6-6440-4632-9c9a-4eedb6e6523f_008,24.46,27.09,ТМ,"Ам яныг ащо̄йкам хӯл алыщлас, во̄раяс.","am janəɣ as'ōjkam xūl alis'las, wōrajas.",data/AudioCorpus/Recordings/mns_201331b6-6440-4632-9c9a-4eedb6e6523f/008_╨É╨╝_╤Å╨╜╤ï╨│_╨░╤ë╨╛_╨╕╠å╨║╨░╨╝_╤à╤â_.wav,EMIJEŐ ÁSÍTOM HÓ ALOSTLASSZ VARRAI A
mns_143ecaaa-dd14-49fa-bb8c-09fc20531386_015,58.79,61.43,ТМ,Та юи-па̄лт тав ёл-по̄илт­та̄лвес.,ta jui-pālt taw jol-pōilt­tālw'ees.,data/AudioCorpus/Recordings/mns_143ecaaa-dd14-49fa-bb8c-09fc20531386/015_╨ó╨░_╤Ä╨╕_╨┐╨░_╨╗╤é_╤é╨░╨▓_╨╗_╨┐╨╛.wav,TAJÚJ PAT TAV JÓ POLYOTÁD
mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06_059,237.56,241.47,ТМ,Ань о̄выл спектакль суснэ ма̄хум пуссын ёмас номтыл юв минасыт.,an' ōwəl sp'eektakl' susne māxum pussən jomas nomtəl juw m'inasət.,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/059_╨É╨╜╤î_╨╛_╨▓╤ï╨╗_╤ü╨┐╨╡╨║╤é╨░╨║╨╗╤î_.wav,ÁN NYOHOZ PIKTÁKLAS HÚSZNŐM AHHON PUSZON JO MOSZ NOM TÓJUM MINALA SZUK
mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06_045,180.76,185.97,ТМ,О̄выл хо̄талт ён­гиланылт суссылтаманыл юи-па̄лт артистат о̄с ки­тыглаве̄сыт.,ōwəl xōtalt jon­ɣ'ilanilt sussiltamanəl jui-pālt art'istat ōs k'i­tiɣlaw'eēsət.,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/045_╨₧_╨▓╤ï╨╗_╤à╨╛_╤é╨░╨╗╤é_╨╜_╨│╨╕╨╗╨░.wav,OVOHA ATTAL UTYON HILL ANOTT SZÚSZÓTAMANO JUÉ PAP ÁR TYISZTAT S KITIG OLI JÁSZO
mns_30e5257a-1de6-4014-aae6-2085dddbfd63_017,67.84,73.45,ТМ,Ос мо̄таныт та̄нки о̄лнэ ма̄­нанылт манхурип тэ̄лат торыг ма̄ньлат хо̄тпат ёт рӯпи­тэ̄гыт.,os mōtanət tānk'i ōlne mā­nanilt manxur'əp tēlat torəɣ mān'lat xōtpat jot rup'i­tēɣət.,data/AudioCorpus/Recordings/mns_30e5257a-1de6-4014-aae6-2085dddbfd63/017_╨₧╤ü_╨╝╨╛_╤é╨░╨╜╤ï╤é_╤é╨░_╨╜╨║╨╕_╨╛.wav,MOSZT MAATANAT TÁNKINEMALNANOFT MANHORJUBB TE TORÜK  MÁNYLATT HAD PATYOTRUBBITÉ
mns_caf7285f-dd12-4e42-b005-50af80101474_003,6.27,8.59,ТМ,Москва ӯст акван-атыглаве̄сыт.,moskwa ust akwan-atiɣlaw'eēsət.,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/003_╨£╨╛╤ü╨║╨▓╨░_╤ü╤é_╨░╨║╨▓╨░╨╜_╨░╤é╤ï╨│.wav,MOSZKVA ÓSZON AKVAN ÁDIG LEGJÁSSZOTT
mns_caf7285f-dd12-4e42-b005-50af80101474_067,237.28,242.53,ТМ,Ос сэ̄ръёрыг ва̄т та̄лэ то̄влум юи-па̄лт йӣвныл ёргащлаӈкве па­тыс.,os sērъjorəɣ wāt tāle tōwlum jui-pālt jīwnəl jorɣas'laŋkw'ee pa­təs.,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/067_╨₧╤ü_╤ü╤ì_╤Ç╤è_╤Ç╤ï╨│_╨▓╨░_╤é_╤é╨░.wav,AS SZ SZÉRJORŐ BATTÁL- EGY TOLUGJÚI PAT JÍVNÓ JOROGASLANGCROPPÁTASZ
mns_143ecaaa-dd14-49fa-bb8c-09fc20531386_039,150.35,156.31,ТМ,Тувыл акв ма̄ньлат нэ̄ Оксана Кузнецова йога алпи ню̄нсала̄лнэ накыт суссылтас.,tuwəl akw mān'lat nē oksana kuзn'eeцowa joɣa alp'i n'ujūnsalālne nakət sussiltas.,data/AudioCorpus/Recordings/mns_143ecaaa-dd14-49fa-bb8c-09fc20531386/039_╨ó╤â╨▓╤ï╨╗_╨░╨║╨▓_╨╝╨░_╨╜╤î╨╗╨░╤é_╨╜.wav,TUHU- AKMANYLATNE AKSZARNOKOSNYAT SZÓVA JOGA HAPPI NYOM SZAVÁOM NEG NAKAT SZÓSZÓTOSZ
mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06_035,134.55,139.3,ТМ,"Ос э̄лумхо̄лас а̄тимыг е̄мтме юи-па̄лт, насати, матса̄вит ис о̄ньщи.","os ēlumxōlas āt'iməɣ ēmtm'ee jui-pālt, nasat'i, matsāw'ət is ōn's''i.",data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/035_╨₧╤ü_╤ì_╨╗╤â╨╝╤à╨╛_╨╗╨░╤ü_╨░_╤é╨╕╨╝.wav,AZ EAL HAL SZÁTYAMÚJ JEMPNIUI PAT NASZETYI MATSZERIT ISZ ONYSI
mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06_048,194.96,197.64,ТМ,То̄нт ка̄сыӈ ла̄внэ ла̄тӈыт манос э̄р­гыт.,tōnt kāsəŋ lāwne lātŋət manos ēr­ɣət.,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/048_╨ó╨╛_╨╜╤é_╨║╨░_╤ü╤ï_╨╗╨░_╨▓╨╜╤ì_╨╗.wav,TON KÁSZMUVÁWNA LÁTKAT MANASZ EJERGÖT
mns_94368b57-9316-4266-abd0-1e929a7b9a5c_049,199.36,203.28,ТМ,Лов са̄кконыт халт депутатыт тамле та̄к ла̄тыӈ пирмайтасыт.,low sākkonət xalt д'eeputatət taml'ee tāk lātəŋ p'irmajtasət.,data/AudioCorpus/Recordings/mns_94368b57-9316-4266-abd0-1e929a7b9a5c/049_╨¢╨╛╨▓_╤ü╨░_╨║╨║╨╛╨╜╤ï╤é_╤à╨░╨╗╤é_╨┤.wav,ONGOZA KÓNUTHAT GYOBUTÁT ETT TEMLJETTÁK LÁTUNK PIROMAIDNA SZ
mns_bd6dd4de-8b23-4ea6-91e3-0f0064353ba8_011,36.57,40.09,ТМ,Ты тэ̄ланыл урыл ищхӣпыӈ ло̄псыт та̄н тох хасмыт.,ti tēlanəl urəl is'xīpəŋ lōpsət tān tox xasmət.,data/AudioCorpus/Recordings/mns_bd6dd4de-8b23-4ea6-91e3-0f0064353ba8/011_╨ó╤ï_╤é╤ì_╨╗╨░╨╜╤ï╨╗_╤â╤Ç╤ï╨╗_╨╕╤ë╤à.wav,TITTNYÁLANNAN URÓ ISSI PUNVA ABS ATÁN DOH HÁSZMAT
mns_caf7285f-dd12-4e42-b005-50af80101474_014,47.15,50.45,ТМ,То̄ва пормасыт Сергей Кялунзига ва̄рсанэ.,tōwa pormasət s'eerɣ'eej k'ajalunз'iɣa wārsane.,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/014_╨ó╨╛_╨▓╨░_╨┐╨╛╤Ç╨╝╨░╤ü╤ï╤é_╨í╨╡╤Ç╨│╨╡.wav,DÓVA PORMASZÜT SIR GÉ KÜLLENCS ZIGA VÁRSZANÉ
mns_caf7285f-dd12-4e42-b005-50af80101474_022,72.49,75.38,ТМ,Та щирыл ка̄сыӈ хо̄тпа угодия о̄нь­ще̄гыт.,ta s''irəl kāsəŋ xōtpa uɣoд'ija ōn'­s''eēɣət.,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/022_╨ó╨░_╤ë╨╕╤Ç╤ï╨╗_╨║╨░_╤ü╤ï_╤à╨╛_╤é╨┐.wav,TE SILRÓ KÁSZUNK HVATBA UGÓDJIA ON SÍR
mns_caf7285f-dd12-4e42-b005-50af80101474_012,40.43,43.58,ТМ,Удэгей ма̄хум маснутаныл совныл ю̄н­тыяныл.,uдeɣ'eej māxum masnutanəl sownəl jūn­tijanəl.,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/012_╨ú╨┤╤ì╨│╨╡╨╕╠å_╨╝╨░_╤à╤â╨╝_╨╝╨░╤ü╨╜╤â╤é.wav,UDDIG ÉM ALHUMMA SZNÓ TANÓ SZÓNÓ JÓNTIJANU
mns_30e5257a-1de6-4014-aae6-2085dddbfd63_013,51.2,55.43,ТМ,"Максим Алгайкин, марий ма̄хум культура э̄лаль тотнэ хум, таи ла̄выс.","maks'əm alɣajk'ən, mar'əj māxum kul'tura ēlal' totne xum, tai lāwəs.",data/AudioCorpus/Recordings/mns_30e5257a-1de6-4014-aae6-2085dddbfd63/013_╨£╨░╨║╤ü╨╕╨╝_╨É╨╗╨│╨░╨╕╠å╨║╨╕╨╜_╨╝╨░╤Ç╨╕.wav,MAGSIMALOGÁIKINT MARI MÁHUKRUTÚRA JA NAGYTOTNAK HUM TEILLÁOS
mns_143ecaaa-dd14-49fa-bb8c-09fc20531386_023,87.36,91.96,ТМ,Мӯй хо̄тпат а̄рталан ма̄гыс са̄всыр саӈквлыпилытыл тыттысанэ. ,muj xōtpat ārtalan māɣəs sāwsər saŋkwlip'ilitəl tittisane.,data/AudioCorpus/Recordings/mns_143ecaaa-dd14-49fa-bb8c-09fc20531386/023_╨£_╨╕╠å_╤à╨╛_╤é╨┐╨░╤é_╨░_╤Ç╤é╨░╨╗╨░╨╜.wav,MOYHOAD PADD ÁRTALAN MAŐRSZ SZÁVSZORSZANGFI PILLITU TITT I SZENN
mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06_027,97.69,102.09,ТМ,Био­механи­ка Всеволода Мейер­хольда нампа накытн ханищтасанэ.,б'io­m'eexan'i­ka ws'eewoloдa m'eej'eer­xol'дa nampa nakitn xan'is'tasane.,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/027_╨æ╨╕╨╛_╨╝╨╡╤à╨░╨╜╨╕_╨║╨░_╨Æ╤ü╨╡╨▓╨╛╨╗.wav,BIJERNI HA ENNYIKÖR SZIVALODA MI ÍR HULDA NAM PANAKN HÁNIS TASZANNI
mns_201331b6-6440-4632-9c9a-4eedb6e6523f_022,67.6,72.13,ТМ,"Ань Тимкапа̄выл ма̄нь па̄выл, тот ма̄шинат ат яласэ̄гыт, тракторыт ат курге̄гыт.","an' t'imkapāwəl mān' pāwəl, tot māш'inat at jalasēɣət, traktorət at kurɣ'eēɣət.",data/AudioCorpus/Recordings/mns_201331b6-6440-4632-9c9a-4eedb6e6523f/022_╨É╨╜╤î_╨ó╨╕╨╝╨║╨░╨┐╨░_╨▓╤ï╨╗_╨╝╨░_╨╜.wav,EN GYIMKAPA AGMÁNYPATOTT MASNAD A YŰÖVL-SZÉ TRÁKTELŐD ED KURGÉ
mns_caf7285f-dd12-4e42-b005-50af80101474_048,166.48,171.9,ТМ,"Ам совныл пормасыт ю̄нтэ̄гум ос хумус та̄наныл ю̄нтуӈкве э̄ри, суссылтэ̄гум.","am sownəl pormasət jūntēɣum os xumus tānanəl jūntuŋkw'ee ēr'i, sussiltēɣum.",data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/048_╨É╨╝_╤ü╨╛╨▓╨╜╤ï╨╗_╨┐╨╛╤Ç╨╝╨░╤ü╤ï╤é_╤Ä.wav,ÁM SZOMNO POROMASZO JÓNTÉUM HOSZHOMOSZ TÁNANUL JÚN TUNKVI ERI SZUSZLÓTÉU -
mns_94368b57-9316-4266-abd0-1e929a7b9a5c_028,114.47,118.0,ТМ,Та̄н службанылн хо̄нтлам хо̄тпат манос та̄н ще̄мьяныл.,tān sluжбaniln xōntlam xōtpat manos tān s''eēm'janəl.,data/AudioCorpus/Recordings/mns_94368b57-9316-4266-abd0-1e929a7b9a5c/028_╨ó╨░_╨╜_╤ü╨╗╤â╨╢╨▒╨░╨╜╤ï╨╗╨╜_╤à╨╛_╨╜.wav,TÁNCLÓSBANUL KHOANTLOMHÓ ATPATMONUSZ TÁN SÉM JANO
mns_143ecaaa-dd14-49fa-bb8c-09fc20531386_014,56.0,58.76,ТМ,Программаг па̄­лыл э̄лаль тотуӈкве нё̄т­вес.,proɣrammaɣ pā­ləl ēlal' totuŋkw'ee n'ojōt­w'ees.,data/AudioCorpus/Recordings/mns_143ecaaa-dd14-49fa-bb8c-09fc20531386/014_╨ƒ╤Ç╨╛╨│╤Ç╨░╨╝╨╝╨░╨│_╨┐╨░_╨╗╤ï╨╗_╤ì_.wav,PRE GRÁMAHPÁLUM JÁLANYUTOTUNK FI NYAATISZ
mns_201331b6-6440-4632-9c9a-4eedb6e6523f_001,0.88,4.23,ТМ,Тимкапа̄вылт ам а̄щойкам о̄лы. Ам намум Толя Хаматнуров.,t'imkapāwilt am ās'ojkam ōli. am namum tol'aja xamatnurow.,data/AudioCorpus/Recordings/mns_201331b6-6440-4632-9c9a-4eedb6e6523f/001_╨ó╨╕╨╝╨║╨░╨┐╨░_╨▓╤ï╨╗╤é_╨░╨╝_╨░_╤ë╨╛.wav,YIMKAPAL TA MÁSILYKAM ALI ÁM NAMOM TOLYAHAMAT NÓR
mns_94368b57-9316-4266-abd0-1e929a7b9a5c_035,142.16,146.87,ТМ,Ос нила кӯщай хо̄тпат кит со̄тыр ва̄т нупыл нила та̄л сыс.,os n'ila kūs'aj xōtpat k'ət sōtər wāt nupəl n'ila tāl səs.,data/AudioCorpus/Recordings/mns_94368b57-9316-4266-abd0-1e929a7b9a5c/035_╨₧╤ü_╨╜╨╕╨╗╨░_╨║╤â_╤ë╨░╨╕╠å_╤à╨╛_╤é╨┐.wav,MOSSZT MION A PÚSÉ HOVATBA KIT SZÓÁTORA VÁTNUPÓ NYAADTAL SZ
mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06_002,3.17,6.15,ТМ,Тынакт хо̄тал нампа А̄с-угорский театр.,tinakt xōtal nampa ās-uɣorsk'əj t'eeatr.,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/002_╨ó╤ï╨╜╨░╨║╤é_╤à╨╛_╤é╨░╨╗_╨╜╨░╨╝╨┐╨░_.wav,DINNAK T HÁTONNAMPA ÁSZUNGÓRSZ KIT JÁTR
mns_94368b57-9316-4266-abd0-1e929a7b9a5c_036,147.13,149.83,ТМ,Ва̄рум рӯпатаныл урыл потраныл хӯнтлысыт.,wārum rūpatanəl urəl potranəl xūntlisət.,data/AudioCorpus/Recordings/mns_94368b57-9316-4266-abd0-1e929a7b9a5c/036_╨Æ╨░_╤Ç╤â╨╝_╤Ç╤â_╨┐╨░╤é╨░╨╜╤ï╨╗_╤â╤Ç.wav,MÁRMORÓ PADANU ÓRÓ POTRANÓ HÓNTÚL SZ
mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06_055,221.85,225.03,ТМ,Тэ̄н ма̄­хумн нэ̄пакыл ва̄рим ӯйрищ ка̄тн мыгыг.,tēn mā­xumn nēpakəl wār'əm ujr'əs' kātn miɣəɣ.,data/AudioCorpus/Recordings/mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06/055_╨ó╤ì_╨╜_╨╝╨░_╤à╤â╨╝╨╜_╨╜╤ì_╨┐╨░╨║╤ï.wav,DE ÁN MAHON NEPAKO VÁRIM ÚJRIS KÁTNOM Ő
mns_143ecaaa-dd14-49fa-bb8c-09fc20531386_042,165.68,169.74,ТМ,"Хо̄тал такем ма̄лтыпыг ос посыӈыг о̄лыс, ма̄­хум пил ва̄тсыт.","xōtal tak'eem māltipəɣ os posiŋəɣ ōləs, mā­xum p'əl wātsət.",data/AudioCorpus/Recordings/mns_143ecaaa-dd14-49fa-bb8c-09fc20531386/042_╨Ñ╨╛_╤é╨░╨╗_╤é╨░╨║╨╡╨╝_╨╝╨░_╨╗╤é╤ï╨┐.wav,HOÁTAMDS ETYÉM A MÁTÖPŐN OSSZ POSZUMÜL OLS NAHON PILLVÁSZÖP
mns_bd6dd4de-8b23-4ea6-91e3-0f0064353ba8_023,86.78,91.89,ТМ,Сӯкыр э̄тпос о̄выл хо̄талэ̄т Саранпа̄вылныл ма̄н палтув мӯй ма̄хум ёхталасыт.,sukər ētpos ōwəl xōtalēt saranpāwilnəl mān paltuw muj māxum joxtalasət.,data/AudioCorpus/Recordings/mns_bd6dd4de-8b23-4ea6-91e3-0f0064353ba8/023_╨í_╨║╤ï╤Ç_╤ì_╤é╨┐╨╛╤ü_╨╛_╨▓╤ï╨╗_╤à.wav,SZÚKORIET POSZÓM HVA TA MET SZARANPÁVONNÓ MAN POTÚ MOJ MAAHUM JOTT O LASZOK
mns_30e5257a-1de6-4014-aae6-2085dddbfd63_039,163.05,167.55,ТМ,"То̄нт культура ос наука колт, школат ос институтт рӯпитан са̄всыр.","tōnt kul'tura os nauka kolt, шkolat os inst'itutt rup'itan sāwsər.",data/AudioCorpus/Recordings/mns_30e5257a-1de6-4014-aae6-2085dddbfd63/039_╨ó╨╛_╨╜╤é_╨║╤â╨╗╤î╤é╤â╤Ç╨░_╨╛╤ü_╨╜╨░.wav,TON KÚGY TÚRÓSZNÓ KAKÓT S KÓDOT ÉN STYITTUT RUBPITON SZÁSZR
mns_caf7285f-dd12-4e42-b005-50af80101474_001,0.05,1.83,ТМ,Удэгей ма̄хум о̄лупсаныл.,uдeɣ'eej māxum ōlupsanəl.,data/AudioCorpus/Recordings/mns_caf7285f-dd12-4e42-b005-50af80101474/001_╨ú╨┤╤ì╨│╨╡╨╕╠å_╨╝╨░_╤à╤â╨╝_╨╛_╨╗╤â╨┐╤ü.wav,UDIG ÉMA HOM ALXSON
mns_30e5257a-1de6-4014-aae6-2085dddbfd63_012,48.48,51.1,ТМ,От идеи до реализации намтым о̄лыс.,ot iд'eei дo r'eeal'iзaц'əi namtəm ōləs.,data/AudioCorpus/Recordings/mns_30e5257a-1de6-4014-aae6-2085dddbfd63/012_╨₧╤é_╨╕╨┤╨╡╨╕_╨┤╨╛_╤Ç╨╡╨░╨╗╨╕╨╖╨░╤å╨╕.wav,OTT ÍGYÉ DŐRIEÁNY AZ ÁTSZÉN- NEM TIMOHAL
mns_30e5257a-1de6-4014-aae6-2085dddbfd63_028,114.35,117.43,ТМ,Мо̄­таныт Удмуртия ма̄т бе­сермяне ма̄хум.,mō­tanət uдmurt'ija māt б'ee­s'eerm'ajan'ee māxum.,data/AudioCorpus/Recordings/mns_30e5257a-1de6-4014-aae6-2085dddbfd63/028_╨£╨╛_╤é╨░╨╜╤ï╤é_╨ú╨┤╨╝╤â╤Ç╤é╨╕╤Å_╨╝╨░.wav,T MAATANÖT ÚT MURTJIAMAT BISIRMENNYI MÁHUM
