filename,start,end,speaker,text
mns_caf7285f-dd12-4e42-b005-50af80101474_071,251.590,257.340,ТМ,Ань ты ма̄хум ляпат о̄лым ка̄тыл ва̄рнэ пор­ма­санэ та̄н нупланыл о̄с сусхатэ̄гыт.
mns_caf7285f-dd12-4e42-b005-50af80101474_006,18.070,20.970,ТМ,Тот Валентина Владимиро­вна Габова о̄лыс.
mns_caf7285f-dd12-4e42-b005-50af80101474_018,58.190,63.210,ТМ,"Владимир а̄ти удэгей кос, ос ма̄н мирув пормасыт такем нё̄тнэ̄г щё̄­питыянэ."
mns_30e5257a-1de6-4014-aae6-2085dddbfd63_005,19.750,25.590,ТМ,Ос ФДН колныл ёхталам Тимур Цыбиков мӯй ма̄хумн пӯмащипа ла̄тыӈ ла̄всы̄г.
mns_143ecaaa-dd14-49fa-bb8c-09fc20531386_001,0.200,2.500,ТМ,Пил ва̄тнэ ма̄н во̄виньта̄лвесӯв.
mns_caf7285f-dd12-4e42-b005-50af80101474_051,179.340,182.290,ТМ,"Ляпан ӯнттавем, тот матыр та ва̄риме̄н."
mns_201331b6-6440-4632-9c9a-4eedb6e6523f_007,22.830,24.230,ТМ,Тэ̄н са̄т ня̄врам о̄щсыг.
mns_30e5257a-1de6-4014-aae6-2085dddbfd63_051,212.700,217.750,ТМ,Роман Ананьев ха̄ль ӯскве намаим этнопло­щадка урыл презентация ва̄рыс.
mns_bd6dd4de-8b23-4ea6-91e3-0f0064353ba8_043,156.830,160.990,ТМ,Ма̄н ханищтахтын ня̄врамаквет пуссын ялпыӈ хо̄таланыл кастыл янытлыянӯв.
mns_94368b57-9316-4266-abd0-1e929a7b9a5c_007,20.690,25.960,ТМ,Ос депутатыт сапра̄ниянылт кит пищма хассыт ос округ Думан ке̄тсыт.
mns_caf7285f-dd12-4e42-b005-50af80101474_083,296.710,300.360,ТМ,Та̄рвит тэ̄ланыл кӯщаяныл ёт потыртым ва̄рияныл.
mns_143ecaaa-dd14-49fa-bb8c-09fc20531386_029,111.680,116.420,ТМ,Тувыл ма̄хум пил ва̄тнэ ос па̄кв атнэ ма̄т сыстамыг хультуптаӈкве ла̄всанэ.
mns_30e5257a-1de6-4014-aae6-2085dddbfd63_001,0.000,3.310,ТМ,Финно-угор мирыт тэ̄ланыл номсахтым ва̄рияныл.
mns_94368b57-9316-4266-abd0-1e929a7b9a5c_027,111.280,114.180,ТМ,Нё̄тмил ва̄рме ма̄гыс пӯмащипа ла̄тӈыл ла̄ввес.
mns_30e5257a-1de6-4014-aae6-2085dddbfd63_042,176.480,178.710,ТМ,"Ва̄им, сака пӯмыщ хӯнтлуӈкве о̄лыс."
mns_201331b6-6440-4632-9c9a-4eedb6e6523f_003,8.250,10.930,ТМ,"Ам о̄выл классыт ханищтахтасум, таве а̄стласлум."
mns_201331b6-6440-4632-9c9a-4eedb6e6523f_024,76.010,77.450,ТМ,Ӯйрищит тот луйге̄гыт.
mns_94368b57-9316-4266-abd0-1e929a7b9a5c_033,133.150,137.440,ТМ,То̄нт та̄н лов са̄кконыт палт хӯлтыглам тэ̄лат та̄ра-паттысыт.
mns_caf7285f-dd12-4e42-b005-50af80101474_002,1.930,6.210,ТМ,Лӯимат о̄лнэ мирыт мо̄лалнув сокровища севера фестивальн.
mns_caf7285f-dd12-4e42-b005-50af80101474_040,139.660,143.520,ТМ,О̄влэ̄т са̄в удэгей ма̄­хум Сантахеза я̄ хосыт.
mns_94368b57-9316-4266-abd0-1e929a7b9a5c_045,183.950,187.640,ТМ,Ос тот са̄в та̄л мӯсхалыг рӯпитан хум Олег Кугин о̄лэ̄г.
mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06_026,94.320,97.620,ТМ,Тав сыре-сыр ощ­хулит суссылтан ма̄гыс артистанув.
mns_caf7285f-dd12-4e42-b005-50af80101474_079,282.030,285.430,ТМ,Тав пе̄лп касаил ос мо̄т тальхыӈ утыл са̄в рӯпиты.
mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06_034,129.550,134.460,ТМ,"Тамле ва̄рмали­тыл э̄лаль пӯмщалахтым, ам туп ханты ма̄хум мо̄й­танылт хо̄нтсум."
mns_caf7285f-dd12-4e42-b005-50af80101474_010,34.730,38.490,ТМ,Ма̄щтыр хо̄тпанув ка̄тыл ва̄рим пормасаныл тыг тотсыт.
mns_bd6dd4de-8b23-4ea6-91e3-0f0064353ba8_004,9.710,13.670,ТМ,Ты школат пуссын Саранпа̄выл яныг школа нупыл хансым о̄лэ̄гыт.
mns_94368b57-9316-4266-abd0-1e929a7b9a5c_042,172.390,177.170,ТМ,Яныг са̄т нупыл хот э̄лумхо̄лас почётный грамотал мӯйлуптаве̄сыт.
mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06_007,22.060,25.200,ТМ,Урыл пе̄с мо̄йт нампа йильпи ёнгил ва̄рвес. 
mns_cda66fd8-a3d4-481b-96cf-9c71128dfa06_042,169.550,173.700,ТМ,"Тувыл нэ̄пакт ловинь­тас, хо̄тта сосса ма̄хма­нув­ныл пӯмщалахтас."
mns_caf7285f-dd12-4e42-b005-50af80101474_069,245.720,248.780,ТМ,Тувыл удэгей руманэ ёт во̄раяӈке ялантас.
mns_429299ad-9257-4d76-8a3e-8996ef83be1a_053,189.390,194.980,ГК,"Тав ма̄нь ӯсквет о̄лме сыс са̄сныл татем ма̄щтыр са̄н ю̄нтыс, хансал щуртыстэ."
mns_93778d7d-6d7f-4690-adc6-b5a050fe70c3_010,36.130,37.880,ГК,О̄йкатэ хо̄нтлын ма̄т порславес.
mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a_048,201.670,206.079,ГК,Э̄лаль ла̄тӈув ханищтан ма̄гсыл са̄в нотын хульты. 
mns_429299ad-9257-4d76-8a3e-8996ef83be1a_029,97.430,99.590,ГК,"Тав са̄ккарыӈ о̄лыс, атыӈ. "
mns_41750756-d0b8-4e44-b90b-0d6770b8df9a_030,152.800,155.300,ГК,Пормасыт ю̄нтавет манос ва̄равет. 
mns_429299ad-9257-4d76-8a3e-8996ef83be1a_017,53.760,56.810,ГК,"Ам номилум, омамн э̄рттам тащир ла̄вве̄сум."
mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a_040,162.280,168.880,ГК,Ма̄н ань ма̄ньщи ла̄тӈыл тол­мащлым «Ма̄нь хо̄нкве» нэ̄пакув урыл потыртаӈкве о̄с тув во̄винь­та̄лвесӯв. 
mns_9631248b-70a9-4214-8041-be3ffe4740ca_016,69.720,75.380,ГК,"А̄тям атпан нупыл тит та̄л школа кӯщаиг рӯпитас, омам акваг завучиг о̄лыс. "
mns_429299ad-9257-4d76-8a3e-8996ef83be1a_034,120.780,125.420,ГК,Таве а̄стламум порат Ялуторовский район Беркут па̄вылн те̄тве̄сум.
mns_41750756-d0b8-4e44-b90b-0d6770b8df9a_019,94.430,99.010,ГК,Маснутаныл ос ка̄сыӈ ма̄т та̄нтинув щирыл ю̄нтыяныл ос хорамтыяныл. 
mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_026,108.980,113.510,ГК,Тамле ёнгын то̄тап­сов та̄н ань лылыӈ со̄юм ня̄врамыт колн мӯйлуптасыт. 
mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a_030,120.990,124.830,ГК,Евгения Александровна ёт кар­точкатыл ёнгунгкве ро̄выс.
mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a_020,85.860,90.480,ГК,Тав ат­хатам ма̄хум ма̄гсыл «Маленький принц» потыр ловиньтастэ.
mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a_033,131.280,134.830,ГК,Тав кӯщай нэ̄ ёт карточкатыл ёнгуӈкве во̄ввес. 
mns_2102c826-500d-46de-868c-705bd8af0c29_037,154.270,156.750,ГК,Тамле тэ̄нутыл хо̄нтаӈ ма̄ньщит о̄лсыт.
mns_2102c826-500d-46de-868c-705bd8af0c29_032,133.610,137.810,ГК,"Ма̄ньщит пилыт ё̄рыл пуста̄гыл о̄лсыт, ня̄враманыл пуста̄гыл янмалтасыт."
mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa_028,99.080,101.650,ГК,Э̄кваг-о̄йкаг лов ня̄в­рам о̄ньщигласы̄г.
mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa_005,15.130,19.230,ГК,Со̄тыра онтолов са̄т ват нупыл нёлолов та̄лт самын патыс.
mns_2102c826-500d-46de-868c-705bd8af0c29_010,36.620,39.540,ГК,"Ос ма̄хманэ̄н матыр-а̄ти ва̄руӈкве нё̄ты, хӯлтыглахты."
mns_c4637cd7-b933-4239-89e1-e288474fd655_030,124.240,129.930,ГК,"Ты коныпал са̄лы сов новтсыт, совья ва̄й ма̄гсыл ос тучаӈ сӯнт ю̄нтнэ ма̄гсыл тамле ня̄р сов э̄ри. "
mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa_014,49.160,52.930,ГК,"Сахи ю̄нтыглас, таса̄вит са̄в янгуй ка̄тын та пат­та­ласы̄г.  "
mns_cfc7a27d-d8e0-4df2-a319-708b1a6d2ecb_031,135.930,141.070,ГК,"Надежда Геннадьевна Алексеева потыртас, хумус са̄всыр мир ла̄тӈыт о̄вылтахта­сыт."
mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa_026,92.290,96.480,ГК,Тот рӯпитаме̄т пенсиян патыс ос тувыл э̄лаль о̄с рӯпитас.
mns_2102c826-500d-46de-868c-705bd8af0c29_009,33.070,36.310,ГК,"Са̄в та̄л тав кӯщаиг рӯпитас, ань яныгпа̄лаг е̄мтыс."
mns_41750756-d0b8-4e44-b90b-0d6770b8df9a_043,207.690,212.390,ГК,
mns_c4637cd7-b933-4239-89e1-e288474fd655_038,156.720,159.580,ГК,"Ма̄хум тыттэ̄гыт, яласан лё̄ӈх олн о̄ньще̄гыт. "
mns_9631248b-70a9-4214-8041-be3ffe4740ca_010,42.470,47.980,ГК,Наӈ хо̄т самын патсын? Хо̄т яныгмасын? Наӈти омагын-а̄тягын урыл потыртэн.
mns_429299ad-9257-4d76-8a3e-8996ef83be1a_016,51.450,53.630,ГК,Ос матрыг товлыӈ­ха̄пыл та тотве̄сум.
mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa_024,84.790,88.000,ГК,"Хумус э̄ри ва̄руӈкве, э̄лаль такви рӯпитаӈкве патыс."
mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f_031,106.930,109.290,ГК,Во̄рув ёмщакв ӯргалаӈкве тах ве̄рмилӯв.
mns_9631248b-70a9-4214-8041-be3ffe4740ca_049,227.630,232.870,ГК,"Та̄н ла̄ве̄г, аквъёт акваг яласэ̄г, аквъёт щаквщег, тох ты акван-нё̄тхатэ̄г."
mns_93778d7d-6d7f-4690-adc6-b5a050fe70c3_001,0.530,2.520,ГК,Яныг ане̄квам Ме̄сыг па̄вылт о̄лыс.
mns_93778d7d-6d7f-4690-adc6-b5a050fe70c3_030,114.250,116.600,ГК,Ос яныг ащо̄йкам урыл ам мощ ва̄гум.
mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f_017,54.070,56.640,ГК,Ос ма̄ мувлахи акваг уральтыяныл.
mns_41750756-d0b8-4e44-b90b-0d6770b8df9a_010,52.210,56.300,ГК,"Та̄н э̄рнэ ла̄тыӈ хӯлтэ̄гыт ос хумус ва̄руӈкве, пот­ра­мияныл."
mns_93778d7d-6d7f-4690-adc6-b5a050fe70c3_006,19.060,23.240,ГК,"Омам потырта̄лыс, ам яныг ане̄квам Ме̄сыг па̄выл Ма̄траг ла̄выглавес."
mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a_015,63.290,68.800,ГК,Тэ̄­нут-пормас ос ёнгынутыт ва̄рнэ хо̄т­пат тыналахтуӈкве тув во̄ввēсыт.
mns_9631248b-70a9-4214-8041-be3ffe4740ca_030,134.540,137.510,ГК,Наӈти хо̄т рӯпитасын манос э̄рыӈ иӈ рӯпитэ̄гын?
mns_9631248b-70a9-4214-8041-be3ffe4740ca_036,166.760,172.650,ГК,"Тох о̄луӈкве а̄нумн а̄ти марщум, ка̄сыӈ хо̄тал ма̄хум ёт хо̄нтхатыглэ̄гум, потыртэ̄гум. "
mns_429299ad-9257-4d76-8a3e-8996ef83be1a_039,136.370,140.810,ГК,"Ме̄н хӯрум пыг янмалтасме̄н: Евдоким, Сергей, Алексей."
mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f_040,136.840,141.860,ГК,Э̄рыӈ хот­ты хо̄тпат о̄выл ва̄рсыт манос щахыл са̄лаям порат во̄р но̄х-хораяс.
mns_41750756-d0b8-4e44-b90b-0d6770b8df9a_001,0.880,3.990,ГК,Во̄рт о̄лнэ сосса хо̄тпат праваныл вос ва̄ганыл.
mns_93778d7d-6d7f-4690-adc6-b5a050fe70c3_015,54.080,58.690,ГК,"Ма̄нь та̄гыл хумус во̄раяс, ёмас рӯпитаме ма̄гыс тав ""передовой"" хумыг ла̄ввес."
mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a_005,22.420,24.790,ГК,Тув са̄в мир атхатыгласыт. 
mns_d62322fd-b3e5-4709-bf24-cff8061e45ed_009,32.170,35.120,ГК,"А̄гирищ титыг­ласлум, маныр о̄с ю̄нтыс."
mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_018,75.870,78.820,ГК,Ты а̄гит-пыгыт та̄на­нылн ты ёнгил суссыл­тасыт.
mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa_069,257.970,260.930,ГК,Пуссын яныг пӯщкатыл войнан те̄туӈ­кве э̄рыс.
mns_429299ad-9257-4d76-8a3e-8996ef83be1a_014,43.650,48.280,ГК,"Па̄гро̄в­лахтас, ам ханищтахтуӈ­кве Ло̄пмус па̄вылн та тотве̄сум."
mns_d62322fd-b3e5-4709-bf24-cff8061e45ed_013,49.510,54.790,ГК,Ма̄щтыр нэ̄т щаквщин колн Евгения Валерьевна Вьюткина палт ялантэ̄гум.
mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f_011,32.640,35.510,ГК,Ос Ханты-Мансийский районытт ань ущ ва̄рве̄сыт.
mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a_047,197.630,201.670,ГК,Ань матъёмас тамле нэ̄пак ма̄ньщи ла̄тӈыл хансым о̄лы.
mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa_022,76.180,79.880,ГК,"Елена Адина, Иван Никитич тав апге, потырта̄лыс."
mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa_048,181.180,185.810,ГК,"Бело­гвардеец о̄йка, капитан, тав сӯпе̄н матырмат тэ̄рпи ты уты."
mns_c4637cd7-b933-4239-89e1-e288474fd655_008,28.000,33.990,ГК,"Ань туи ёхтуманылт са̄сныл са̄ныт, со̄втыт, ёнгын ма̄нь а̄паквет ю̄н­туӈкве ханищтахтасыт."
mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f_043,148.020,152.150,ГК,Ты ищхӣпыӈ ут хосыт рӯпитым са̄в рӯпитан колыт акван-нё̄тхатэ̄гыт.
mns_c4637cd7-b933-4239-89e1-e288474fd655_018,75.720,78.250,ГК,"Такви о̄парищ наме Анямова, ханищтасанэ."
mns_c4637cd7-b933-4239-89e1-e288474fd655_036,147.860,152.710,ГК,"Ос ты фондын те̄тыянэ, тот каснэ ма̄хум халт Саранпа̄выл ма̄хманув но̄х-патэ̄гыт."
mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_006,22.820,28.670,ГК,Ты ня̄врамыт туи порат ма̄нь ӯсквет тув сыс о̄лэ̄гыт ос тэ̄лы порат тох акван-атхатыглэ̄гыт.
mns_c4637cd7-b933-4239-89e1-e288474fd655_039,159.670,164.190,ГК,"Евгения Вьюткина те̄тум потыр ма̄ньщи ла̄тӈыл, Галина Кондина толмащластэ."
mns_cfc7a27d-d8e0-4df2-a319-708b1a6d2ecb_034,151.210,157.290,ГК,Ка̄сыӈ хо̄тал а̄гирищит-пыгрищит матыр тэ̄нут ва̄руӈкве ханищтахтасыт ос та̄нти ня̄нь ва̄рсыт.
mns_9631248b-70a9-4214-8041-be3ffe4740ca_046,215.920,218.300,ГК,Ма̄ньщи потрыт хӯнтлуӈкве сака таӈхе̄гум. 
mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a_045,190.240,195.060,ГК,То̄нт ты потыр мир янытыл финно-угорский ла̄тӈытын толмащлаӈкве патвес.
mns_c4637cd7-b933-4239-89e1-e288474fd655_037,152.930,156.600,ГК,"Олныл мивет, ты хосыт щаквин ма̄гсыл э̄рнэ пормасыт ёвтэ̄гыт."
mns_c4637cd7-b933-4239-89e1-e288474fd655_031,130.000,132.940,ГК,Мо̄тыт та̄лн та̄н та рӯ­пата ва̄руӈкве потыртах­тасыт.
mns_9631248b-70a9-4214-8041-be3ffe4740ca_028,124.100,128.460,ГК,Тох ма̄н нэ̄мхотьютув ат ханищтахтыглас ос тувле нупыл ат номсыс.
mns_2102c826-500d-46de-868c-705bd8af0c29_019,74.000,80.740,ГК,Учинский музейт рӯпитан нэ̄ Татьяна Хомякова хӯл манарыл пуваве ос манырсыр тэ̄нут хумус ва̄раве.
mns_9631248b-70a9-4214-8041-be3ffe4740ca_047,218.480,222.580,ГК,"Тыи, улпыл, сымумн хартавем, таима̄гсыл номтум татем ёмасыг е̄мты. "
mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa_035,126.280,129.380,ГК,"Акватэ наме Са̄нтыра о̄лыс, мо̄танэ Петр."
mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f_018,56.750,60.430,ГК,"""Ростелеком"" колт рӯпитан ма̄хманум ма̄нь па̄влытын минасыт."
mns_c4637cd7-b933-4239-89e1-e288474fd655_017,72.720,75.690,ГК,Нэ̄т ю̄нс­хатуӈкве Анна Николаевна Алгадь­ева.
mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_009,38.010,41.980,ГК,Ня̄врамыт акв лё̄ӈханыл яныг ӯс мус тэ̄лы лё̄х хосыт о̄лыс. 
mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_003,7.570,14.140,ГК,"Хотьют юн ӯнлахо̄лым матыр ва̄ри, хотьют ос омаге̄н-а̄тяге̄н мо̄т ма̄т сунсыглаӈкве тотыглаве. "
mns_c4637cd7-b933-4239-89e1-e288474fd655_014,59.210,63.450,ГК,"Ма̄ньщи хо̄тпат, на̄нан са̄сныл ю̄нтнэ тэ̄лан но̄х-ва̄рмалтаӈкве э̄ри."
mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_030,126.600,129.680,ГК,Хоты порат та̄н о̄лсыт ос хо̄т ты лувыт хо̄нтве̄сыт.
mns_93778d7d-6d7f-4690-adc6-b5a050fe70c3_028,105.360,108.460,ГК,Тав ам яныг ане̄квамн ня̄враманэ янмалтаӈкве нётыс.
mns_2102c826-500d-46de-868c-705bd8af0c29_016,60.750,66.120,ГК,"Анна Михайловна ""Потомки Конды"" ма̄хманэ ёт проект хассыт ос олныл майве̄сыт."
mns_429299ad-9257-4d76-8a3e-8996ef83be1a_021,70.730,74.030,ГК,Тувыл Сортыӈъят титыт ос хӯр­мит классыт ханищтах­тасум.
mns_41750756-d0b8-4e44-b90b-0d6770b8df9a_042,204.390,207.600,ГК,Тамле ты ёмас ос пӯ­мыщ конференция ва̄­рыглавес.
mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f_021,70.690,74.730,ГК,Ты камерат ёвтнэ ос ва̄рнэ ма̄гсыл хӯрум колыт акван-нё̄тхатым.
mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_008,33.240,37.950,ГК,"Та хосыт минуӈкве хоса кос э̄ри ос ма̄хум тащир ханьщувласыт, тох та яласэ̄гыт."
mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f_022,74.790,76.530,ГК,Акван-потыртахтым ва̄рсыт.
mns_41750756-d0b8-4e44-b90b-0d6770b8df9a_034,167.620,171.070,ГК,Ань тамле хӯрыг­сов нэ̄т Саранпа̄­вылт ю̄н­туӈкве патсыт. 
mns_9631248b-70a9-4214-8041-be3ffe4740ca_029,128.770,134.300,ГК,"Ань туп акв апгув школат ня̄врамыт ханищты, тав Алтай па̄вылт рӯпиты. "
mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa_023,79.970,84.790,ГК,"Ты рӯпата ва̄руӈкве акитэ такви ханищтахтас, ул акв-тит щёс суссылтавес."
mns_41750756-d0b8-4e44-b90b-0d6770b8df9a_036,175.780,180.610,ГК,Ань матъёмас ты тэ̄лан нэ̄квет вуйхат­сыт ос а̄гит ханищтаӈкве пат­сыт. 
mns_2102c826-500d-46de-868c-705bd8af0c29_006,18.840,25.220,ГК,"Алым хӯл ос ка̄тын-паттым нё̄выль хумус тэ̄нутыг ва̄рияныл, хумус хӯл, нё̄выль, пил со̄паслэ̄гыт."
mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa_058,216.640,221.340,ГК,А̄тятэ со̄тыра онтолов са̄т атпа нупыл ат та̄лт а̄тимыг е̄мтыс.
mns_93778d7d-6d7f-4690-adc6-b5a050fe70c3_018,65.750,70.230,ГК,"Матрёна Тимофеевна, ам яныг ане̄квам, ка̄ркам э̄лумхо̄ласыг о̄лыс."
mns_429299ad-9257-4d76-8a3e-8996ef83be1a_045,157.670,161.310,ГК,"Тыт татем ёмас о̄лнэ̄тэ, са̄в ва̄нэ ма̄хманум."
mns_d62322fd-b3e5-4709-bf24-cff8061e45ed_023,85.360,87.460,ГК,А̄гим супыл та ю̄нтыслум.
mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f_025,81.840,85.610,ГК,Ос «Ростелеком» хо̄тпат та̄наныл акваг уральтаӈ­кве патыяныл. 
mns_3002b4aa-88b0-4e33-8c62-3bf964711e2f_023,76.570,79.770,ГК,Ты информационный технологият округ департамент.
mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa_075,278.730,281.960,ГК,О̄йка тит со̄тыра са̄тыт та̄лт а̄тимыг е̄мтыс.
mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a_037,148.640,151.360,ГК, Потырт пыгрищ ла̄ввес – Маленький принц. 
mns_cfc7a27d-d8e0-4df2-a319-708b1a6d2ecb_030,131.340,135.620,ГК,"Жгут ре̄щинкал ӯлтта хар­туӈкве, те̄лп ёл-по̄илт­таӈкве э̄ри. "
mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa_066,247.130,251.150,ГК,"Туи пил ва̄тсыт, хӯл алыщласыт, па̄тасыл ва̄с пувсыт."
mns_429299ad-9257-4d76-8a3e-8996ef83be1a_032,107.460,115.880,ГК,Евдокия Ивановна Ромбандеева а̄нум Ленинград ӯсн Герцен институтн ханищ­тахтуӈкве кос во̄выстэ ос а̄тямн ат та̄ртве̄сум.
mns_cfc7a27d-d8e0-4df2-a319-708b1a6d2ecb_029,125.550,130.580,ГК,"Хумус нюлми лап-пе̄руӈкве, хумус ка̄тныл манос ла̄гылныл те̄лпыл со̄схатнэ нюлми."
mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa_042,154.190,156.720,ГК,Иван Никитич пыге Ванятэ потыртас.
mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa_051,193.220,196.020,ГК,Ма̄хум акваг ха­ла­нылт ань хо̄нтлэ̄гыт.
mns_d62322fd-b3e5-4709-bf24-cff8061e45ed_015,58.150,60.950,ГК,Мо̄лты та̄л по̄сыл ю̄нсхатуӈкве патсум.
mns_c4637cd7-b933-4239-89e1-e288474fd655_021,87.430,90.850,ГК,Ты мус ищхӣпыӈ утын хансым потрыт тина хольт суссыт.
mns_2102c826-500d-46de-868c-705bd8af0c29_030,128.570,130.100,ГК,Та урыл потре о̄лыс.
mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_036,149.260,154.570,ГК,"Та̄н нэ̄пак-ло̄мтыл майве̄­сыт, тох та̄н ёнгил яны­тэ̄тыл хащсаныл ос но̄х та патсыт."
mns_98484033-b7e8-4d69-9f66-c28c5a9ffa74_017,72.580,75.800,ГК,Тот ня̄врамыт ханищтан хо̄тпат са̄в па̄лыл ёхтала­сыт.
mns_d62322fd-b3e5-4709-bf24-cff8061e45ed_004,13.280,16.470,ГК,Нас мори ат ё̄мыгтэ̄гыт манос ха̄йтыгтэ̄гыт.
mns_429299ad-9257-4d76-8a3e-8996ef83be1a_026,88.750,90.790,ГК,Тох то̄ва урокытын ат ялантасум.
mns_d62322fd-b3e5-4709-bf24-cff8061e45ed_028,102.370,105.960,ГК,Наталья ане̄кватэ са̄всыр ма̄ньщи маснут ю̄нтыс.
mns_2102c826-500d-46de-868c-705bd8af0c29_048,194.000,196.440,ГК,«То̄рум Маа» музейт рӯпитан хумыг титыглэ̄­гыт.
mns_41750756-d0b8-4e44-b90b-0d6770b8df9a_035,171.110,175.760,ГК,Матах та̄л ювле хультум порат туп пе̄с порат ю̄н­тыглым тучаӈыт хульт­сасыт.
mns_9631248b-70a9-4214-8041-be3ffe4740ca_045,209.850,215.810,ГК,"Тувыл турсуил хансым потрыт ла̄ве̄гыт, о̄с тув ва̄равет, рума̄гиянумн тах суссылтавем, хо̄нтыянум. "
mns_41750756-d0b8-4e44-b90b-0d6770b8df9a_028,140.240,148.240,ГК,"Ты То̄рум Маа музейт, А̄с-угорский институтт, Центр ремесел колт ос мо̄т ма̄т рӯпитан хо̄тпанув докладаныл ловиньтасыт."
mns_c4637cd7-b933-4239-89e1-e288474fd655_013,54.730,59.160,ГК,"То̄нт Татьяна Мол­да­нова, этнография наукат кандидат-нэ̄ ла̄вум."
mns_9631248b-70a9-4214-8041-be3ffe4740ca_011,48.270,53.960,ГК,Ам Чейметовыт рӯтныл о̄лэ̄гум. А̄тям ханты хум Анатолий Петрович Сургучёв о̄лыс.
mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a_013,57.260,60.030,ГК,Ня̄врамыт стихыт хан­суӈкве ханищтасыт. 
mns_9631248b-70a9-4214-8041-be3ffe4740ca_026,114.600,121.420,ГК,"А̄ти, а̄тяв хуньт ла̄выс: ня̄враманум нэ̄мхотьют школат рӯпитан хо̄тпаг ханищтахтуӈкве ат тартыянум."
mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa_053,199.840,201.990,ГК,Ос ат сунсэ̄гум манрысыр хо̄тпа.
mns_cfc7a27d-d8e0-4df2-a319-708b1a6d2ecb_001,0.220,2.330,ГК,Пе̄с хольт щаквщуӈкве ханищтаве̄сыт.
mns_2102c826-500d-46de-868c-705bd8af0c29_025,103.880,109.480,ГК,«Конда» нампа районный колт рӯпитан нэ̄ Светлана Лукашеня на̄й урыл потыртас.
mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa_040,145.210,151.370,ГК,"Александр Ленинград­ский фронтыт хо̄нтлыс, тот саквата̄лвес, тувыл госпиталит а̄тимыг е̄мтыс."
mns_429299ad-9257-4d76-8a3e-8996ef83be1a_049,172.490,175.070,ГК,Ань йис ня̄врамыт ю̄н­туп пуптуӈкве ат ве̄р­ме̄гыт.
mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa_027,96.530,98.970,ГК,Тав юи-па̄лэ̄т ты рӯпата хот-вуйвес.
mns_88c33b5a-ec48-4679-aeb6-ead6e7f69a6a_041,169.050,174.150,ГК,Акв колнакт ма̄хум ат­хатыгласыт ос а̄нум титыгласаныл.
mns_cc9f9e0f-8d0a-4fa7-9dc7-0955a2c05caa_001,0.140,2.850,ГК,Я̄ӈк на̄тнэ э̄тпос титхуйплов хо̄талт.
